Year,Name,State_Code,State,Start_Date,Contain_Date,Acres,Cause,Estimated_Cost,,,,
2007,Milford Flat,UT,Utah,7/6/2007,8/3/2007,363052.00,L,5050000.00,,,,
2010,,WA,Washington,,,,,,,,,
2011,,CA,California,,,,,,,,,
2015,Valley,CA,California,9/12/2015,10/5/2015,76067.00,U,56220000.00,,,,
2018,Terek,WY,Wyoming,7/8/2018,7/13/2018,42267.00,L,890000.00,,,,
2018,416,CO,Colorado,6/1/2018,7/31/2018,54129.00,U,39541000.00,,,,
2009,Cato,NM,New Mexico,6/10/2009,6/13/2009,55080.00,L,460000.00,,,,
2011,Deaton Cole,TX,Texas,4/25/2011,5/11/2011,175000.00,U,0.00,,,,
2011,Dickens County Complex,TX,Texas,5/7/2011,5/21/2011,89200.00,L,0.00,,,,
2011,Iron Mountain,TX,Texas,5/9/2011,5/24/2011,87401.00,U,0.00,,,,
2010,Long Butte,ID,Idaho,8/21/2010,9/3/2010,306113.00,L,4225000.00,,,,
2011,Schwartz,TX,Texas,5/7/2011,5/24/2011,83995.00,U,0.00,,,,
2007,Winecup Complex,NV,Nevada,7/17/2007,8/2/2007,163767.00,L,4650000.00,,,,
2015,Carpenter Road,WA,Washington,8/14/2015,12/16/2015,63972.00,H,22650000.00,,,,
2015,Butte,CA,California,9/9/2015,9/30/2015,70868.00,U,74720784.00,,,,
2012,Southeastern Montana Complex,MT,Montana,7/3/2012,7/11/2012,75501.00,L,5105000.00,,,,
2011,White Hat,TX,Texas,6/20/2011,7/1/2011,72473.00,U,0.00,,,,
2011,Crawford Ranch,TX,Texas,4/9/2011,4/12/2011,60000.00,U,0.00,,,,
2011,Killough,TX,Texas,4/9/2011,4/16/2011,54000.00,U,0.00,,,,
2011,Stanton County,KS,Kansas,3/22/2011,3/28/2011,40000.00,H,0.00,,,,
2011,Wallow,AZ,Arizona,5/29/2011,7/8/2011,538049.00,U,109000000.00,,,,
2011,,OK,Oklahoma,,,,,,,,,
2007,Sweat Farm Road,GA,Georgia,4/16/2007,6/30/2007,82523.00,U,28395250.00,,,,
2011,Horseshoe 2,AZ,Arizona,5/8/2011,7/20/2011,222954.00,H,52000000.00,,,,
2011,Matador West,TX,Texas,2/27/2011,3/2/2011,41000.00,U,0.00,,,,
2011,Prairie,FL,Florida,6/5/2011,6/24/2011,68295.00,H,0.00,,,,
2011,,SD,South Dakota,,,,,,,,,
2009,Pasco,NM,New Mexico,6/10/2009,6/23/2009,93029.00,L,450000.00,,,,
2011,,UT,Utah,,,,,,,,,
2011,,WA,Washington,,,,,,,,,
2011,Rock House,TX,Texas,4/9/2011,5/12/2011,314444.00,H,8399072.00,,,,
2012,,AZ,Arizona,,,,,,,,,
2012,,FL,Florida,,,,,,,,,
2015,County Line 2,OR,Oregon,8/12/2015,8/31/2015,67207.00,U,16400000.00,,,,
2011,Cooper Mountain Ranch,TX,Texas,4/11/2011,4/23/2011,162625.00,L,1194159.00,,,,
2012,,GA,Georgia,,,,,,,,,
2011,Pagami Creek,MN,Minnesota,8/17/2011,10/22/2011,92193.00,L,22700000.00,,,,
2011,Wildcat,TX,Texas,4/11/2011,5/2/2011,159308.00,L,5282333.00,,,,
2011,Las Conchas,NM,New Mexico,6/26/2011,7/13/2011,156593.00,H,48385000.00,,,,
2011,Pk Complex,TX,Texas,4/13/2011,5/12/2011,126734.00,H,6639413.00,,,,
2011,Swenson,TX,Texas,4/6/2011,4/23/2011,122500.00,H,2567948.00,,,,
2011,Southeast Texas Complex,TX,Texas,9/7/2011,11/18/2011,104818.00,U,20065853.00,,,,
2012,,TX,Texas,,,,,,,,,
2013,,AZ,Arizona,,,,,,,,,
2011,Murphy Complex,AZ,Arizona,5/30/2011,6/15/2011,68079.00,H,5692555.00,,,,
2010,Jefferson,ID,Idaho,7/13/2010,7/17/2010,109436.00,H,700819.00,,,,
2011,Donaldson,NM,New Mexico,6/28/2011,7/9/2011,101563.00,L,5700000.00,,,,
2013,,FL,Florida,,,,,,,,,
2015,Bendire Complex,OR,Oregon,8/11/2015,9/15/2015,49628.00,L,4820000.00,,,,
2015,Why Lake,AK,Alaska,6/19/2015,7/2/2015,42767.00,L,13348.00,,,,
2013,,GA,Georgia,,,,,,,,,
2011,Miller,NM,New Mexico,4/28/2011,6/14/2011,88835.00,H,18100000.00,,,,
2012,Delphia,MT,Montana,8/24/2012,9/1/2012,40653.00,L,2450000.00,,,,
2011,Frying Pan Ranch,TX,Texas,4/14/2011,4/20/2011,80907.00,U,277072.00,,,,
2011,Big Hill,ID,Idaho,8/14/2011,8/17/2011,67000.00,L,150000.00,,,,
2013,,NV,Nevada,,,,,,,,,
2011,Pains Bay,NC,North Carolina,5/5/2011,6/28/2011,45294.00,L,13934482.00,,,,
2018,Badger Hole,CO,Colorado,4/17/2018,4/22/2018,50671.00,H,131444.00,,,,
2007,Highway 93 Complex,NV,Nevada,7/6/2007,7/28/2007,80629.00,L,2726705.00,,,,
2013,,TX,Texas,,,,,,,,,
2013,,OK,Oklahoma,,,,,,,,,
2013,,SD,South Dakota,,,,,,,,,
2013,,UT,Utah,,,,,,,,,
2011,T17,ID,Idaho,8/25/2011,8/27/2011,50176.00,U,410000.00,,,,
2015,Kuka Creek 4,AK,Alaska,6/22/2015,7/24/2015,41628.00,L,4700.00,,,,
2012,Mustang Complex,ID,Idaho,7/30/2012,10/18/2012,341488.00,L,38323413.00,,,,
2015,Carlson Lake,AK,Alaska,6/25/2015,8/10/2015,40257.00,L,45362.00,,,,
2016,Alatna Complex,AK,Alaska,6/28/2016,7/24/2016,113157.00,L,1040018.00,,,,
2014,,CO,Colorado,,,,,,,,,
2016,Big Mud,AK,Alaska,6/1/2016,6/19/2016,42641.00,L,59268.00,,,,
2010,Twitchell Canyon,UT,Utah,7/20/2010,11/18/2010,44892.00,L,17363000.00,,,,
2014,,FL,Florida,,,,,,,,,
2012,Clay Springs,UT,Utah,6/27/2012,7/24/2012,107847.00,U,6659000.00,,,,
2012,Seeley,UT,Utah,6/26/2012,8/17/2012,48050.00,L,8699000.00,,,,
2012,Wood Hollow,UT,Utah,6/23/2012,7/19/2012,47387.00,U,5787095.00,,,,
2012,Dallas Canyon,UT,Utah,7/27/2012,8/3/2012,43610.00,L,1854802.00,,,,
2014,,GA,Georgia,,,,,,,,,
2014,,MT,Montana,,,,,,,,,
2017,Campbell River,AK,Alaska,6/26/2017,10/12/2017,93520.00,L,1056688.00,,,,
2014,,NV,Nevada,,,,,,,,,
2017,White Mountain Creek,AK,Alaska,7/3/2017,10/5/2017,78857.00,L,96310.00,,,,
2014,,TX,Texas,,,,,,,,,
2015,Cougar Creek,WA,Washington,8/10/2015,10/17/2015,53534.00,L,23500000.00,,,,
2017,Nowitna,AK,Alaska,7/14/2017,8/31/2017,55254.00,L,307802.00,,,,
2014,,NM,New Mexico,,,,,,,,,
2014,,OK,Oklahoma,,,,,,,,,
2011,Enterprise,NM,New Mexico,2/27/2011,2/28/2011,64936.00,H,37000.00,,,,
2014,,SD,South Dakota,,,,,,,,,
2012,Freedom Hill,OK,Oklahoma,8/3/2012,8/20/2012,58500.00,H,200000.00,,,,
2017,Umpqua North Complex,AK,Alaska,8/11/2017,10/12/2017,43158.00,U,42890561.00,,,,
2017,Boulder Creek,AK,Alaska,7/2/2017,10/12/2017,40906.00,L,917520.00,,,,
2017,Helmet,AK,Alaska,7/6/2017,8/24/2017,40202.00,L,26978.00,,,,
2015,Rocky,CA,California,7/29/2015,8/14/2015,69438.00,U,46100000.00,,,,
2011,Last Chance,NM,New Mexico,4/24/2011,5/9/2011,53342.00,H,2062400.00,,,,
2018,Zitziana River,AK,Alaska,6/4/2018,9/7/2018,69332.00,L,2440527.00,,,,
2018,Mooseheart,AK,Alaska,6/7/2018,7/5/2018,53643.00,L,10000.00,,,,
2018,Dulby Hot Springs,AK,Alaska,6/6/2018,9/1/2018,44364.00,L,40000.00,,,,
2019,Old Grouch Top,AK,Alaska,6/5/2019,8/1/2019,307969.00,L,61000.00,,,,
2016,Soberanes,CA,California,7/22/2016,10/23/2016,132127.00,H,262500000.00,,,,
2019,Frozen Calf,AK,Alaska,6/24/2019,7/11/2019,240543.00,L,4332806.00,,,,
2019,Hess Creek,AK,Alaska,6/21/2019,8/1/2019,189369.00,L,3005369.00,,,,
2019,Swan Lake,AK,Alaska,6/5/2019,10/2/2019,167183.00,L,48101094.00,,,,
2019,Bearnose Hill,AK,Alaska,6/29/2019,7/11/2019,130768.00,L,2108024.00,,,,
2019,Black River,AK,Alaska,6/18/2019,8/8/2019,107078.00,L,30000.00,,,,
2019,North River,AK,Alaska,6/10/2019,7/21/2019,101451.00,L,40000.00,,,,
2019,Tractor Trail 2,AK,Alaska,6/22/2019,7/11/2019,92628.00,L,461188.00,,,,
2011,Northeast Texas Complex,TX,Texas,9/4/2011,9/29/2011,52681.00,U,3958900.00,,,,
2016,Erskine,CA,California,6/23/2016,7/7/2016,48019.00,U,23000000.00,,,,
2016,Chimney,CA,California,8/13/2016,9/5/2016,46344.00,U,78300000.00,,,,
2017,Thomas,CA,California,12/4/2017,3/22/2018,270000.00,U,123836000.00,,,,
2013,Gold Pan Complex,MT,Montana,7/16/2013,10/3/2013,43429.00,L,11860878.00,,,,
2017,Central LNU Complex,CA,California,10/9/2017,10/10/2017,110720.00,U,102000000.00,,,,
2014,,UT,Utah,,,,,,,,,
2015,,AZ,Arizona,,,,,,,,,
2017,Long Valley,CA,California,7/11/2017,7/21/2017,83733.00,U,11953000.00,,,,
2017,Modoc July Complex,CA,California,7/24/2017,8/13/2017,83120.00,U,35200000.00,,,,
2017,Detwiler,CA,California,7/16/2017,8/7/2017,81826.00,U,90000000.00,,,,
2019,,WY,Wyoming,,,56229.00,,8167500.00,,,,
2011,Roper,TX,Texas,4/11/2011,4/13/2011,41000.00,U,82000.00,,,,
2012,Whitewater-Baldy,NM,New Mexico,5/16/2012,7/31/2012,297845.00,L,23000000.00,,,,
2017,Eclipse Complex,CA,California,8/15/2017,10/8/2017,78698.00,U,46006691.00,,,,
2017,Salmon August Complex,CA,California,8/13/2017,10/4/2017,65889.00,U,39805700.00,,,,
2017,Southern LNU Complex,CA,California,10/9/2017,10/27/2017,51624.00,U,48509895.00,,,,
2015,,CO,Colorado,,,,,,,,,
2011,#536 Bear Creek,TX,Texas,9/4/2011,9/10/2011,40388.00,U,48400.00,,,,
2012,Little Bear,NM,New Mexico,6/4/2012,7/2/2012,44330.00,L,19404877.00,,,,
2018,MM 117,CO,Colorado,4/17/2018,4/20/2018,42795.00,H,775000.00,,,,
2017,Garza,CA,California,7/9/2017,7/10/2017,48889.00,U,15453433.00,,,,
2015,,FL,Florida,,,,,,,,,
2015,Holtnakatna,AK,Alaska,6/22/2015,7/6/2015,198133.00,L,0.00,,,,
2015,Blazo,AK,Alaska,6/19/2015,7/7/2015,96644.00,L,0.00,,,,
2015,Okanogan Complex,WA,Washington,8/14/2015,9/29/2015,145282.00,L,0.00,,,,
2015,Three Day,AK,Alaska,6/19/2015,7/7/2015,66703.00,L,0.00,,,,
2015,Dulbi River,AK,Alaska,6/19/2015,6/25/2015,56687.00,L,0.00,,,,
2008,Evans Road,NC,North Carolina,6/1/2008,9/29/2008,40704.00,L,18249415.00,,,,
2018,Mendocino Complex,CA,California,7/27/2018,9/18/2018,459123.00,U,220000000.00,,,,
2016,Range 12,WA,Washington,7/30/2016,8/8/2016,176600.00,U,1700000.00,,,,
2019,Hurst Creek,AK,Alaska,6/22/2019,7/4/2019,85261.00,L,231175.00,,,,
2016,Rail,OR,Oregon,7/31/2016,9/29/2016,41706.00,U,34900000.00,,,,
2015,Kettle Complex,WA,Washington,8/11/2015,9/27/2015,76512.00,L,0.00,,,,
2015,Bear Creek,MT,Montana,8/12/2015,10/22/2015,69435.00,L,3300000.00,,,,
2012,Kinyon Road,ID,Idaho,7/7/2012,7/19/2012,210874.00,L,1625000.00,,,,
2015,,GA,Georgia,,,,,,,,,
2018,Carr,CA,California,7/23/2018,8/30/2018,229651.00,U,162289294.00,,,,
2012,Halstead,ID,Idaho,7/27/2012,10/18/2012,181948.00,L,26413932.00,,,,
2012,Trinity Ridge,ID,Idaho,8/3/2012,10/18/2012,146832.00,H,41228912.00,,,,
2017,Chetco Bar,OR,Oregon,7/12/2017,10/26/2017,191125.00,L,72000000.00,,,,
2018,Camp,CA,California,11/8/2018,11/25/2018,153336.00,U,120000000.00,,,,
2012,Flat Top 2,ID,Idaho,8/5/2012,8/13/2012,140954.00,L,600000.00,,,,
2012,Minidoka Complex,ID,Idaho,8/8/2012,8/23/2012,97616.00,L,5801271.00,,,,
2012,Powell SBW Complex,ID,Idaho,7/20/2012,11/5/2012,67611.00,L,4882375.00,,,,
2015,Family Peak Complex,MT,Montana,8/13/2015,10/17/2015,53890.00,L,4205000.00,,,,
2012,Jacks,ID,Idaho,7/9/2012,7/20/2012,50816.00,L,300000.00,,,,
2015,Old Woman,AK,Alaska,6/20/2015,7/7/2015,44098.00,L,0.00,,,,
2007,BICY Complex,FL,Florida,5/4/2007,6/16/2007,63599.00,L,7424976.00,,,,
2015,Zane Hills,AK,Alaska,6/20/2015,7/3/2015,43760.00,L,0.00,,,,
2017,Lodgepole Complex,MT,Montana,7/20/2017,8/11/2017,270000.00,U,9800000.00,,,,
2012,Sheep,ID,Idaho,9/6/2012,11/6/2012,48626.00,H,18000000.00,,,,
2012,McGuire Complex,ID,Idaho,8/27/2012,10/29/2012,43621.00,L,24741628.00,,,,
2015,,NV,Nevada,,,,,,,,,
2015,,TX,Texas,,,,,,,,,
2015,,NM,New Mexico,,,,,,,,,
2011,Honey Prairie,GA,Georgia,4/30/2011,12/28/2011,309200.00,L,53420000.00,,,,
2015,,OK,Oklahoma,,,,,,,,,
2015,,SD,South Dakota,,,,,,,,,
2017,Brianhead,UT,Utah,6/17/2017,7/24/2017,71673.00,H,3660000.00,,,,
2013,Pony Complex,ID,Idaho,8/9/2013,8/19/2013,149384.00,L,4000000.00,,,,
2013,Elk Complex,ID,Idaho,8/9/2013,8/31/2013,131258.00,L,10720000.00,,,,
2018,Woolsey,CA,California,11/8/2018,11/27/2018,96949.00,U,56943320.00,,,,
2018,Ferguson,CA,California,7/13/2018,8/23/2018,96901.00,U,150000000.00,,,,
2008,East Slide Rock Ridge,NV,Nevada,8/10/2008,9/14/2008,54549.00,L,8873000.00,,,,
2017,Nena Springs,OR,Oregon,8/8/2017,8/29/2017,68007.00,H,8900000.00,,,,
2015,,UT,Utah,,,,,,,,,
2013,Beaver Creek,ID,Idaho,8/7/2013,9/2/2013,111490.00,L,26500000.00,,,,
2016,Anderson Creek,OK,Oklahoma,3/23/2016,4/4/2016,367740.00,U,1750000.00,,,,
2016,350 Complex,OK,Oklahoma,5/5/2016,5/15/2016,57167.00,U,900000.00,,,,
2017,NW Oklahoma Complex,OK,Oklahoma,3/7/2017,3/24/2017,779292.00,U,3200000.00,,,,
2016,,CO,Colorado,,,,,,,,,
2014,Big Cougar,ID,Idaho,8/2/2014,8/22/2014,65227.00,L,4500000.00,,,,
2017,Rice Ridge,MT,Montana,7/24/2017,10/17/2017,160187.00,L,49251000.00,,,,
2018,Rhea,OK,Oklahoma,4/12/2018,4/26/2018,286196.00,U,3800000.00,,,,
2018,County,CA,California,6/30/2018,7/14/2018,90288.00,U,47000000.00,,,,
2015,Soda,ID,Idaho,8/10/2015,8/23/2015,285361.00,U,6250000.00,,,,
2017,Cinder Butte,OR,Oregon,8/2/2017,8/16/2017,52531.00,H,4400000.00,,,,
2018,34 Complex,OK,Oklahoma,4/12/2018,4/24/2018,62481.00,OT,3143000.00,,,,
2016,,FL,Florida,,,,,,,,,
2016,,GA,Georgia,,,,,,,,,
2016,,MT,Montana,,,,,,,,,
2016,Dulbi Flats,AK,Alaska,6/26/2016,8/26/2016,58138.00,L,0.00,,,,
2016,Crutch Complex,TX,Texas,3/24/2016,3/24/2016,44696.00,U,0.00,,,,
2018,Avian Complex,FL,Florida,5/1/2018,5/29/2018,82461.00,U,10781364.00,,,,
2016,,UT,Utah,,,,,,,,,
2017,,CO,Colorado,,,,,,,,,
2017,,FL,Florida,,,,,,,,,
2017,West Mims,GA,Georgia,4/6/2017,6/29/2017,152515.00,L,45500000.00,,,,
2017,Bear Mountain,AK,Alaska,7/9/2017,11/16/2017,46715.00,L,0.00,,,,
2012,Longhorn Complex,SD,South Dakota,7/19/2012,7/30/2012,43639.00,L,4600000.00,,,,
2011,Indian Creek,NV,Nevada,9/30/2011,10/13/2011,110827.00,L,2500000.00,,,,
2015,Tepee Springs,ID,Idaho,8/12/2015,10/19/2015,95709.00,L,31540000.00,,,,
2011,Chukkar Canyon,NV,Nevada,9/30/2011,10/13/2011,48672.00,L,500000.00,,,,
2017,Diamond Creek,WA,Washington,7/23/2017,10/5/2017,128272.00,U,14760000.00,,,,
2017,Sartin Draw,MT,Montana,8/30/2017,9/4/2017,99735.00,L,1500000.00,,,,
2018,Delta,CA,California,9/5/2018,10/7/2018,63311.00,H,64429020.00,,,,
2018,Buzzard,FL,Florida,4/10/2018,5/1/2018,62404.00,L,10419127.00,,,,
2015,Selway/Elk City/Red River Complex,ID,Idaho,8/17/2015,10/29/2015,94921.00,L,16000000.00,,,,
2011,Izzenhood,NV,Nevada,9/30/2011,10/13/2011,42157.00,L,500000.00,,,,
2017,Brush Flat,MT,Montana,8/31/2017,9/4/2017,73797.00,L,400000.00,,,,
2015,Clearwater/Municipal/Motorway North Complex,ID,Idaho,8/10/2015,9/8/2015,83243.00,L,41527637.00,,,,
2012,Bull Run Complex,NV,Nevada,8/9/2012,8/19/2012,51366.00,L,4816272.00,,,,
2017,Oak,CA,California,8/12/2017,9/23/2017,86830.00,L,0.00,,,,
2012,Willow,NV,Nevada,8/5/2012,8/19/2012,43271.00,L,3000000.00,,,,
2017,Meyers,MT,Montana,7/14/2017,10/13/2017,62034.00,L,32800000.00,,,,
2016,Pioneer,ID,Idaho,7/18/2016,10/27/2016,188404.00,U,90000000.00,,,,
2017,,NM,New Mexico,,,,,,,,,
2017,Perryton,TX,Texas,3/6/2017,3/13/2017,318156.00,H,0.00,,,,
2017,Lefors East,TX,Texas,3/7/2017,3/10/2017,135000.00,H,0.00,,,,
2017,Rankin Ranch Rd.,TX,Texas,3/23/2017,3/25/2017,60000.00,H,0.00,,,,
2017,Lolo Peak,MT,Montana,7/15/2017,10/6/2017,53902.00,L,48500000.00,,,,
2017,Sapphire Complex,MT,Montana,7/24/2017,10/4/2017,43733.00,U,35406736.00,,,,
2018,,AZ,Arizona,,,,,,,,,
2017,Eagle Creek,OR,Oregon,9/2/2017,10/27/2017,48831.00,H,20251700.00,,,,
2017,Norse Peak,WA,Washington,8/11/2017,10/5/2017,52056.00,U,19760000.00,,,,
2018,Klondike,OR,Oregon,7/15/2018,11/28/2018,175258.00,L,104500000.00,,,,
2016,Cottonwood CA,SD,South Dakota,10/16/2016,10/18/2016,41360.00,U,170000.00,,,,
2013,Silver,NM,New Mexico,6/7/2013,9/10/2013,138546.00,L,14300000.00,,,,
2017,Legion Lake,SD,South Dakota,12/11/2017,12/19/2017,54023.00,H,2200000.00,,,,
2018,,GA,Georgia,,,,,,,,,
2016,North,NM,New Mexico,5/21/2016,7/14/2016,42102.00,L,4800000.00,,,,
2018,,MT,Montana,,,,,,,,,
2018,OK Bar,NM,New Mexico,4/22/2018,5/13/2018,61620.00,L,1400000.00,,,,
2018,Buzzard,NM,New Mexico,5/22/2018,7/12/2018,50296.00,U,15100000.00,,,,
2017,Highway 200 Complex,MT,Montana,9/1/2017,10/6/2017,42442.00,L,12500000.00,,,,
2018,RIVER,CA,California,7/27/2018,7/30/2018,48920.00,U,0.00,,,,
2018,,SD,South Dakota,,,,,,,,,
2016,Hot Pot,NV,Nevada,7/2/2016,7/10/2016,122292.00,U,3402259.00,,,,
2018,Boxcar,OR,Oregon,6/21/2018,7/3/2018,100207.00,U,3500000.00,,,,
2018,Substation 0730 RN,OR,Oregon,7/17/2018,8/2/2018,78425.00,H,4200000.00,,,,
2018,Watson Creek,OR,Oregon,8/15/2018,9/9/2018,59061.00,U,19139000.00,,,,
2018,Miles,OR,Oregon,7/16/2018,10/17/2018,54334.00,L,2000000.00,,,,
2018,Stubblefield 1008,OR,Oregon,8/17/2018,9/20/2018,54221.00,L,2200000.00,,,,
2018,Grass Valley,WA,Washington,8/11/2018,8/15/2018,75573.00,U,875000.00,,,,
2018,Boylston,WA,Washington,7/19/2018,7/23/2018,71200.00,U,995000.00,,,,
2018,Crescent Mountain,WA,Washington,7/29/2018,11/28/2018,56609.00,U,40705000.00,,,,
2018,Cougar Creek,WA,Washington,7/28/2018,11/8/2018,42712.00,L,42165000.00,,,,
2016,Henrys Creek,ID,Idaho,8/21/2016,8/31/2016,52972.00,U,4320000.00,,,,
2018,HIRZ,CA,California,8/9/2018,9/14/2018,46150.00,H,55511216.00,,,,
2018,Mallard,TX,Texas,5/8/2018,5/20/2018,75530.00,U,0.00,,,,
2019,,CO,Colorado,,,,,,,,,
2014,Skunk,AZ,Arizona,4/19/2014,6/26/2014,73622.00,L,1800000.00,,,,
2017,Highline,ID,Idaho,7/28/2017,9/21/2017,84619.00,L,2167864.00,,,,
2018,Taylor Creek,OR,Oregon,7/15/2018,10/11/2018,52839.00,L,24077000.00,,,,
2017,Powerline,ID,Idaho,8/4/2017,8/13/2017,55529.00,U,4512207.00,,,,
2019,,GA,Georgia,,,,,,,,,
2016,Virginia Mountains Complex,NV,Nevada,7/29/2016,8/6/2016,59727.00,L,8000200.00,,,,
2019,Williams Flatt,WA,Washington,8/2/2019,8/24/2019,44446.00,L,19432000.00,,,,
2018,206,NM,New Mexico,4/12/2018,4/14/2018,44162.00,U,96000.00,,,,
2018,Pole Creek,UT,Utah,9/6/2018,10/8/2018,102191.00,L,29100000.00,,,,
2019,,MT,Montana,,,,,,,,,
2006,Sioux County Complex,NE,Nebraska,7/27/2006,8/9/2006,48800.00,L,1420000.00,,,,
2017,Roosters Comb,NV,Nevada,7/9/2017,7/24/2017,218380.00,U,4000000.00,,,,
2017,Mammoth Cave,ID,Idaho,8/4/2017,8/8/2017,49912.00,H,560000.00,,,,
2018,Dollar Ridge,UT,Utah,7/1/2018,8/29/2018,70003.00,U,22000000.00,,,,
2018,Jennies Peak 1039 RN,OR,Oregon,8/17/2018,9/20/2018,45956.00,L,1400000.00,,,,
2017,Powerline,ID,Idaho,7/15/2017,7/29/2017,42558.00,L,2958255.00,,,,
2019,,NV,Nevada,,,,,,,,,
2019,,NM,New Mexico,,,,,,,,,
2018,Grassy Ridge,ID,Idaho,7/26/2018,8/15/2018,99502.00,L,3000000.00,,,,
2017,Four Seasons Complex,NV,Nevada,7/16/2017,7/25/2017,159986.00,U,4573000.00,,,,
2019,Kincade,CA,California,10/23/2019,11/7/2019,77758.00,U,77144684.00,,,,
2019,,OK,Oklahoma,,,,,,,,,
2019,,OR,Oregon,,,,,,,,,
2017,Truckee,NV,Nevada,7/3/2017,7/11/2017,98960.00,U,2120260.00,,,,
2019,Little Crazy Mountain,AK,Alaska,6/21/2019,7/25/2019,79953.00,L,0.00,,,,
2016,Cedar,AZ,Arizona,6/15/2016,7/28/2016,45977.00,U,14000000.00,,,,
2018,Sharps,ID,Idaho,7/29/2018,9/13/2018,64853.00,H,9500000.00,,,,
2017,Tohakum 2,NV,Nevada,8/29/2017,7/11/2017,94221.00,L,3456000.00,,,,
2019,,SD,South Dakota,,,,,,,,,
2019,Hadweenzic River,AK,Alaska,6/22/2019,7/19/2019,62068.00,L,5004308.00,,,,
2017,Dry Gulch,NV,Nevada,7/4/2017,7/11/2017,64000.00,U,2700000.00,,,,
2017,Snowstorm,NV,Nevada,7/14/2017,7/15/2017,60000.00,U,482448.00,,,,
2019,Wilderness,AK,Alaska,6/20/2019,7/25/2019,53411.00,L,60000.00,,,,
2019,Foraker,AK,Alaska,6/26/2019,7/25/2019,49980.00,L,203477.00,,,,
2019,Little Mud River,AK,Alaska,6/21/2019,7/25/2019,79675.00,L,0.00,,,,
2019,Grouse Creek,AK,Alaska,7/10/2019,8/7/2019,49533.00,L,2000000.00,,,,
2017,Frye,AZ,Arizona,6/7/2017,8/31/2017,48443.00,L,20000000.00,,,,
2019,Page Mountain,AK,Alaska,6/22/2019,8/1/2019,46897.00,L,394900.00,,,,
2019,Walker,CA,California,8/16/2019,9/25/2019,54608.00,U,35600000.00,,,,
2017,Sawmill,AZ,Arizona,4/23/2017,5/3/2017,46991.00,H,8200000.00,,,,
2019,Sawgrass,FL,Florida,6/23/2019,6/27/2019,42000.00,L,0.00,,,,
2019,Bergman Creek,AK,Alaska,6/21/2019,7/25/2019,42300.00,L,1233004.00,,,,
2019,,TX,Texas,,,,,0.00,,,,
2019,Woodbury,AZ,Arizona,6/8/2019,7/5/2019,123875.00,U,20000000.00,,,,
2017,Earthstone,NV,Nevada,7/3/2017,7/11/2017,41545.00,U,3194000.00,,,,
2019,Cold Creek,WA,Washington,7/18/2019,7/21/2019,41920.00,U,900000.00,,,,
2018,Bruneau,ID,Idaho,7/24/2018,7/28/2018,61691.00,L,1750000.00,,,,
2019,Tettjajik Creek,AK,Alaska,7/2/2019,7/11/2019,41300.00,L,40341.00,,,,
2019,Sheep,ID,Idaho,6/22/2019,7/25/2019,112106.00,L,710000.00,,,,
2018,Martin,NV,Nevada,7/5/2018,7/21/2018,435569.00,U,10000000.00,,,,
2018,South Sugarloaf,NV,Nevada,8/17/2018,10/10/2018,233458.00,L,20000000.00,,,,
2018,Goose Creek,NV,Nevada,7/26/2018,8/10/2018,132220.00,U,7850000.00,,,,
2018,Sheep Creek,NV,Nevada,8/18/2018,8/26/2018,59789.00,U,3000000.00,,,,
2018,Perry,NV,Nevada,7/27/2018,8/6/2018,51400.00,U,4950000.00,,,,
2019,Smith Creek,AK,Alaska,6/30/2019,8/2/2019,71815.00,H,0.00,,,,
2019,,UT,Utah,,,,,,,,,
2019,Pothole,ID,Idaho,8/6/2019,8/8/2019,69704.00,H,600000.00,,,,
2020,,WY,wyoming,,,137155.04,,137155.04,,,,
2021,,WY,wyoming,,,185169.31,,185169.31,,,,
2022,,WY,wyoming,,,235485.03,,235485.03,,,,
2023,,WY,wyoming,,,292866.29,,292866.29,,,,
2024,,WY,wyoming,,,360733.93,,360733.93,,,,
2020,,WA,washington,,,520241.75,,520241.75,,,,
2021,,WA,washington,,,520241.75,,520241.75,,,,
2022,,WA,washington,,,520241.76,,520241.76,,,,
2023,,WA,washington,,,520241.76,,520241.76,,,,
2024,,WA,washington,,,520241.76,,520241.76,,,,
2020,,UT,utah,,,398087.40,,398087.40,,,,
2021,,UT,utah,,,398087.40,,398087.40,,,,
2022,,UT,utah,,,398087.40,,398087.40,,,,
2023,,UT,utah,,,398087.40,,398087.40,,,,
2024,,UT,utah,,,398087.40,,398087.40,,,,
2020,,TX,Texas,,,1935480.36,,1935480.36,,,,
2021,,TX,Texas,,,1935480.37,,1935480.37,,,,
2022,,TX,Texas,,,1935480.38,,1935480.38,,,,
2023,,TX,Texas,,,1935480.39,,1935480.39,,,,
2024,,TX,Texas,,,1935480.40,,1935480.40,,,,
2020,,SD,South Dakota,,,57946.99,,57946.99,,,,
2021,,SD,South Dakota,,,57946.99,,57946.99,,,,
2022,,SD,South Dakota,,,57946.99,,57946.99,,,,
2023,,SD,South Dakota,,,57946.99,,57946.99,,,,
2024,,SD,South Dakota,,,57946.99,,57946.99,,,,
2020,,OR,Oregon,,,1028699.64,,1028699.64,,,,
2021,,OR,Oregon,,,1028699.65,,1028699.65,,,,
2022,,OR,Oregon,,,1028699.65,,1028699.65,,,,
2023,,OR,Oregon,,,1028699.65,,1028699.65,,,,
2024,,OR,Oregon,,,1028699.66,,1028699.66,,,,
